"Tender Number";"Status";"Estimated Value";"Title";"Department";"Location";"Category";"Description";"Published Date"
"KFD/2023-24/OW/WORK_INDENT6462";"PUBLISHED";"1106600";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No. 76 & 132 Block - III of Ballari Range during the year 2024-25 (unit No. 20)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No. 76 & 132 Block - III of Ballari Range during the year 2024-25 (unit No. 20)";"2024-09-02 13:12:33"
"MI/2023-24/BB/WORK_INDENT1225";"PUBLISHED";"11861238";"Construction of Bridge cum Barrage across Halla near Mugalkhod village of Kudachi Constituency in Raibag Taluka, Dist-Belagavi (4702/2023-24)";"Minor Irrigation Department";"Minor Irrigation Division Belgaum";"WORKS";"Construction of Bridge cum Barrage across Halla near Mugalkhod village of Kudachi Constituency in Raibag Taluka, Dist-Belagavi (4702/2023-24)";"2024-09-02 13:12:12"
"KFD/2023-24/OW/WORK_INDENT6463";"PUBLISHED";"1130800";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No. 76 & 132 Block - IV of Ballari Range during the year 2024-25 (unit No. 21)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No. 76 & 132 Block - IV of Ballari Range during the year 2024-25 (unit No. 21)";"2024-09-02 13:11:39"
"MI/2023-24/BB/WORK_INDENT1227";"PUBLISHED";"24988253";"Construction of Barrage cum Bridge across Local nala near Ugargol village in Savadatti Taluka, Dist-Belagavi (4702/2023-24)";"Minor Irrigation Department";"Minor Irrigation Division Belgaum";"WORKS";"Construction of Barrage cum Bridge across Local nala near Ugargol village in Savadatti Taluka, Dist-Belagavi (4702/2023-24)";"2024-09-02 13:11:31"
"KFD/2023-24/OW/WORK_INDENT6464";"PUBLISHED";"1130800";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No.132 Block -V of Ballari Range during the year 2024-25 (unit No. 22)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No.132 Block -V of Ballari Range during the year 2024-25 (unit No. 22)";"2024-09-02 13:10:48"
"KPTCL/2023-24/OW/WORK_INDENT594";"PUBLISHED";"1431200";"Repairs and maintenance to 4 Block of Type-VII (LM) Quarters at 220kV Receiving-station colony at B.Bagewadi";"Karnataka Power Transmission Corporation Limited";"KPTCL SEE Transmission Works and Maintenance Circle Bagalkot";"WORKS";"Repairs and maintenance to 4 Block of Type-VII (LM) Quarters at 220kV Receiving-station colony at B.Bagewadi";"2024-09-02 13:10:41"
"KPTCL/2023-24/OW/WORK_INDENT593";"PUBLISHED";"712800";"Repairs and maintenance to 2 Block of Type-V (AE/JE) Quarters at 220kV Receiving-station colony at B.Bagewadi";"Karnataka Power Transmission Corporation Limited";"KPTCL SEE Transmission Works and Maintenance Circle Bagalkot";"WORKS";"Repairs and maintenance to 2 Block of Type-V (AE/JE) Quarters at 220kV Receiving-station colony at B.Bagewadi";"2024-09-02 13:10:03"
"MI/2023-24/BB/WORK_INDENT1182";"PUBLISHED";"24850656";"Construction of Barrage Cum Bridge across Marakandeya river near Hindalaga Village in Tq & Dist Belagavi (4702/2023-24)";"Minor Irrigation Department";"Minor Irrigation Division Belgaum";"WORKS";"Construction of Barrage Cum Bridge across Marakandeya river near Hindalaga Village in Tq & Dist Belagavi (4702/2023-24)";"2024-09-02 13:09:58"
"KFD/2023-24/OW/WORK_INDENT6465";"PUBLISHED";"1130800";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No.132 Block -VI of Ballari Range during the year 2024-25 (unit No. 23)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No.132 Block -VI of Ballari Range during the year 2024-25 (unit No. 23)";"2024-09-02 13:09:52"
"KPTCL/2023-24/OW/WORK_INDENT592";"PUBLISHED";"1103000";"Repairs and maintenance works to 2 1/2 Blocks of V Type Quarters and 3 Blocks of VII Type Quarters at 110kV S/S Premises Kerur";"Karnataka Power Transmission Corporation Limited";"KPTCL SEE Transmission Works and Maintenance Circle Bagalkot";"WORKS";"Repairs and maintenance works to 2 1/2 Blocks of V Type Quarters and 3 Blocks of VII Type Quarters at 110kV S/S Premises Kerur";"2024-09-02 13:09:10"
"KFD/2023-24/OW/WORK_INDENT6466";"PUBLISHED";"1155000";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No.115 Block -VII of Ballari Range during the year 2024-25 (unit No. 24)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No.115 Block -VII of Ballari Range during the year 2024-25 (unit No. 24)";"2024-09-02 13:08:55"
"BBMP/2023-24/OW/WORK_INDENT2089";"PUBLISHED";"252835";"Maintenance of road side drains at 1st main sri Ram nagari and providing LED Street lights in ward no 115 Konena Agrahara";"Bruhat Bengaluru Mahanagara Palike";"BBMP CV Ramannagar East";"WORKS";"Maintenance of road side drains at 1st main Sri Ram Nagari and providing LED Street lights in ward no 115 Konena Agrahara";"2024-09-02 13:08:22"
"KPTCL/2023-24/OW/WORK_INDENT591";"PUBLISHED";"891000";"Repairs and maintenance works to 2 1/2 Blocks of C Type Quarters and 3 Blocks of Type E Quarters at 110kV S/S Premises Badami";"Karnataka Power Transmission Corporation Limited";"KPTCL SEE Transmission Works and Maintenance Circle Bagalkot";"WORKS";"Repairs and maintenance works to 2 1/2 Blocks of C Type Quarters and 3 Blocks of Type E Quarters at 110kV S/S Premises Badami";"2024-09-02 13:08:08"
"KFD/2023-24/OW/WORK_INDENT6467";"PUBLISHED";"1155000";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No.132 Block -VIII of Ballari Range during the year 2024-25 (unit No. 25)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No.132 Block -VIII of Ballari Range during the year 2024-25 (unit No. 25)";"2024-09-02 13:08:03"
"RDPR/2023-24/OW/WORK_INDENT4238";"PUBLISHED";"4052718";"CONSTRUCTION OF LIQUID WASTE MANAGEMENT Unit from S C Colony to Gajendraga Main Road in Sudi VILLAGE IN Gajendragada TALUK OF GADAG DIST UNDER 2022-23 SBM & 15 FC HEAD(RESERVE FOR ST)";"Rural Development and Panchayat Raj Department";"RDPR Division Office Gadag";"WORKS";"CONSTRUCTION OF LIQUID WASTE MANAGEMENT Unit from S C Colony to Gajendraga Main Road in Sudi VILLAGE IN Gajendragada TALUK OF GADAG DIST UNDER 2022-23 SBM & 15 FC HEAD(RESERVE FOR ST)";"2024-09-02 13:07:21"
"KPTCL/2023-24/OW/WORK_INDENT590";"PUBLISHED";"1076000";"Repairs and maintenance works to 2 Blocks of Type VII Quarters at 110kV S/S Premises Kerur";"Karnataka Power Transmission Corporation Limited";"KPTCL SEE Transmission Works and Maintenance Circle Bagalkot";"WORKS";"Repairs and maintenance works to 2 Blocks of Type VII Quarters at 110kV S/S Premises Kerur";"2024-09-02 13:07:06"
"FPI/2023-24/SE0011";"PUBLISHED";"5568703";"PROVIDE CATERING AND HOUSEKEEPING SERVICES TO FISCAL POLICY INSTITUTE";"Fiscal Policy Institute";"FPI Head Office Bangalore";"SERVICES";"NOTICE INVITING TENDER FROM AGENCIES TO PROVIDE CATERING AND HOUSEKEEPING SERVICES TO FISCAL POLICY INSTITUTE";"2024-09-02 13:06:26"
"KPTCL/2023-24/OW/WORK_INDENT589";"PUBLISHED";"882000";"Repairs and maintenance works to 3 Blocks of Type E Quarters at 110kV S/S Premises Kerur";"Karnataka Power Transmission Corporation Limited";"KPTCL SEE Transmission Works and Maintenance Circle Bagalkot";"WORKS";"Repairs and maintenance works to 3 Blocks of Type E Quarters at 110kV S/S Premises Kerur";"2024-09-02 13:06:14"
"KPTCL/2023-24/OW/WORK_INDENT588";"PUBLISHED";"758000";"Repairs and maintenance works to 2 Blocks of C Type Quarters at 110kV S/S Premises Bilagi";"Karnataka Power Transmission Corporation Limited";"KPTCL SEE Transmission Works and Maintenance Circle Bagalkot";"WORKS";"Repairs and maintenance works to 2 Blocks of C Type Quarters at 110kV S/S Premises Bilagi";"2024-09-02 13:05:24"
"RDPR/2023-24/FP/WORK_INDENT4079";"PUBLISHED";"2737074";"Construction of lwm in chikkanaragund village from veternary hospital to yaragatti feld (inline treatement) out fall-1(RESERVE TO ST)";"Rural Development and Panchayat Raj Department";"RDPR Division Office Gadag";"WORKS";"Construction of lwm in chikkanaragund village from veternary hospital to yaragatti feld (inline treatement) out fall-1(RESERVE TO ST)";"2024-09-02 13:04:53"
"KPTCL/2023-24/OW/WORK_INDENT584";"PUBLISHED";"1384600";"Providing Aluminum partition to new TL &SSMD & Major Division office staff at 110KV Sub-station Premise Vijayapur";"Karnataka Power Transmission Corporation Limited";"KPTCL SEE Transmission Works and Maintenance Circle Bagalkot";"WORKS";"Providing Aluminum partition to new TL &SSMD & Major Division office staff at 110KV Sub-station Premise Vijayapur";"2024-09-02 13:03:52"
"KFD/2023-24/OW/WORK_INDENT6468";"PUBLISHED";"1155000";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No. 115 & 132 Block -IX of Ballari Range during the year 2024-25 (unit No. 26)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No. 115 & 132 Block -IX of Ballari Range during the year 2024-25 (unit No. 26)";"2024-09-02 13:03:39"
"KPTCL/2023-24/OW/WORK_INDENT583";"PUBLISHED";"1000000";"Improvements to Area Compound wall at 110kV Sub-Station Bilagi";"Karnataka Power Transmission Corporation Limited";"KPTCL SEE Transmission Works and Maintenance Circle Bagalkot";"WORKS";"Improvements to Area Compound wall at 110kV Sub-Station Bilagi";"2024-09-02 13:03:09"
"RDPR/2023-24/OW/WORK_INDENT4234";"PUBLISHED";"465674";"CONSTRUCTION OF LIQUID WASTE MANAGEMENT Unit from mullas house Rajesab thotad house in Jigeri VILLAGE IN Gajendragada TALUK OF GADAG DIST UNDER 2022-23 SBM & 15 FC HEAD (RESERVE FOR ST)";"Rural Development and Panchayat Raj Department";"RDPR Division Office Gadag";"WORKS";"CONSTRUCTION OF LIQUID WASTE MANAGEMENT Unit from mullas house Rajesab thotad house in Jigeri VILLAGE IN Gajendragada TALUK OF GADAG DIST UNDER 2022-23 SBM & 15 FC HEAD (RESERVE FOR ST)";"2024-09-02 13:03:02"
"KFD/2023-24/OW/WORK_INDENT6469";"PUBLISHED";"1179200";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No. 130& 133 Block -X of Ballari Range during the year 2024-25 (unit No. 27)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No. 130& 133 Block -X of Ballari Range during the year 2024-25 (unit No. 27)";"2024-09-02 13:02:49"
"KPTCL/2023-24/OW/WORK_INDENT571";"PUBLISHED";"1000000";"Construction of Boundary Compound wall at 110KV Sub-station Ronihal";"Karnataka Power Transmission Corporation Limited";"KPTCL SEE Transmission Works and Maintenance Circle Bagalkot";"WORKS";"Construction of Boundary Compound wall at 110KV Sub-station Ronihal";"2024-09-02 13:02:17"
"RDPR/2023-24/FP/WORK_INDENT4082";"PUBLISHED";"706098";"Construction of LWM in Shirol village from main road to Ambhabavani temple near watering place(RESERVE TO SC)";"Rural Development and Panchayat Raj Department";"RDPR Division Office Gadag";"WORKS";"Construction of LWM in Shirol village from main road to Ambhabavani temple near watering place(RESERVE TO SC)";"2024-09-02 13:02:08"
"KFD/2023-24/OW/WORK_INDENT6470";"PUBLISHED";"1179200";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No. 133 Block -XI of Ballari Range during the year 2024-25 (unit No. 28";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No. 133 Block -XI of Ballari Range during the year 2024-25 (unit No. 28)";"2024-09-02 13:02:02"
"KPTCL/2023-24/EL/WORK_INDENT386/CALL-2";"PUBLISHED";"3045929";"Tender for Strengthening, existing 11Kv Busbar system having coyote ACSR conductor by Drake ACSR Conductor for bank-1 & Bank-2 at 66/11KV S/s Sirigere in 220Kv RS & SS Division, KPTCL Chitradurga";"Karnataka Power Transmission Corporation Limited";"KPTCL SEE Transmission Works Circle Davanagere";"WORKS";"Tender for Strengthening, existing 11Kv Busbar system having coyote ACSR conductor by Drake ACSR Conductor for bank-1 & Bank-2 at 66/11KV S/s Sirigere in 220Kv RS & SS Division, KPTCL Chitradurga";"2024-09-02 13:01:36"
"KFD/2023-24/OW/WORK_INDENT6471";"PUBLISHED";"1179200";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No. 133 & Ramasagara Sy No 48 Block -XII of Ballari Range during the year 2024-25 (unit No. 29)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No. 133 & Ramasagara Sy No 48 Block -XII of Ballari Range during the year 2024-25 (unit No. 29)";"2024-09-02 13:01:08"
"KFD/2023-24/OW/WORK_INDENT6472";"PUBLISHED";"1228700";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No. 133 & Ramasagara Sy No 48 Block -XIII of Ballari Range during the year 2024-25 (unit No. 30)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Maintenance of one year old plantation 20 Ha at metriki RF metriki village sy No. 133 & Ramasagara Sy No 48 Block -XIII of Ballari Range during the year 2024-25 (unit No. 30)";"2024-09-02 13:00:24"
"KPTCL/2023-24/OW/WORK_INDENT582";"PUBLISHED";"1500000";"Construction of RCC Road at 220KV R/S Rampur";"Karnataka Power Transmission Corporation Limited";"KPTCL SEE Transmission Works and Maintenance Circle Bagalkot";"WORKS";"Construction of RCC Road at 220KV R/S Rampur";"2024-09-02 13:00:20"
"KPTCL/2023-24/OW/WORK_INDENT576";"PUBLISHED";"1999600";"Construction of Boundary Compound wall at 110KV Sub-station Shirabur";"Karnataka Power Transmission Corporation Limited";"KPTCL SEE Transmission Works and Maintenance Circle Bagalkot";"WORKS";"Construction of Boundary Compound wall at 110KV Sub-station Shirabur";"2024-09-02 12:59:39"
"KFD/2023-24/OW/WORK_INDENT6473";"PUBLISHED";"1228700";"Maintenance of one year old plantation 20 Ha at metriki RF M Ramasagara Sy No 48 Block -XIV of Ballari Range during the year 2024-25 (unit No. 31)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Maintenance of one year old plantation 20 Ha at metriki RF M Ramasagara Sy No 48 Block -XIV of Ballari Range during the year 2024-25 (unit No. 31)";"2024-09-02 12:59:30"
"KREIS/2023-24/BD/WORK_INDENT166";"PUBLISHED";"159070362";"CONSTRUCTION OF GOVERNMENT POST METRIC GIRLS HOSTEL (SC) AT CHAMARAJANAGARA TOWN IN CHAMARAJANAGARA DISTRICT, GOVERNMENT PRE-METRIC BOYS HOSTEL (SC) AT GUNDLUPETE TOWN IN CHAMARAJANAGARA DISTRICT AND GOVERNMENT PRE-METRIC BOYS HOSTEL (SC) AT KOLLEGALA TOWN IN CHAMARAJANAGARA DISTRICT - (PACKAGE-1)";"Karnataka Residential Educational Institutions Society";"KREIS Executive Engineer Section Bengaluru";"WORKS";"CONSTRUCTION OF GOVERNMENT POST METRIC GIRLS HOSTEL (SC) AT CHAMARAJANAGARA TOWN IN CHAMARAJANAGARA DISTRICT, GOVERNMENT PRE-METRIC BOYS HOSTEL (SC) AT GUNDLUPETE TOWN IN CHAMARAJANAGARA DISTRICT AND GOVERNMENT PRE-METRIC BOYS HOSTEL (SC) AT KOLLEGALA TOWN IN CHAMARAJANAGARA DISTRICT - (PACKAGE-1)";"2024-09-02 12:59:12"
"KPTCL/2023-24/OW/WORK_INDENT566";"PUBLISHED";"1000000";"Providing Vehicle stand to New TL & SSMD & MW Divisions office complex building premises at 110KV premise Vijayapur";"Karnataka Power Transmission Corporation Limited";"KPTCL SEE Transmission Works and Maintenance Circle Bagalkot";"WORKS";"Providing Vehicle stand to New TL & SSMD & MW Divisions office complex building premises at 110KV premise Vijayapur";"2024-09-02 12:58:58"
"KFD/2023-24/OW/WORK_INDENT6474";"PUBLISHED";"1228700";"Maintenance of one year old plantation 20 Ha at metriki RF M Ramasagara Sy No 48 Block -XV of Ballari Range during the year 2024-25 (unit No. 32)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Maintenance of one year old plantation 20 Ha at metriki RF M Ramasagara Sy No 48 Block -XV of Ballari Range during the year 2024-25 (unit No. 32)";"2024-09-02 12:58:46"
"KPTCL/2023-24/OW/WORK_INDENT209/CALL-2";"PUBLISHED";"609000";"Repairs and maintenance works to 3 Blocks Type VII (L/M) Quarters at 110kV S/S Premises Mudhol";"Karnataka Power Transmission Corporation Limited";"KPTCL SEE Transmission Works and Maintenance Circle Bagalkot";"WORKS";"Repairs and maintenance works to 3 Blocks Type VII (L/M) Quarters at 110kV S/S Premises Mudhol";"2024-09-02 12:58:16"
"KFD/2023-24/OW/WORK_INDENT6475";"PUBLISHED";"909130";"Maintenance of three year old plantation 39.70 Ha at Yarabanahalli Sy.No. 74 of Ballari Range during the year 2024-25 (unit No. 33)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Maintenance of three year old plantation 39.70 Ha at Yarabanahalli Sy.No. 74 of Ballari Range during the year 2024-25 (unit No. 33)";"2024-09-02 12:58:02"
"KFD/2023-24/OW/WORK_INDENT5327/CALL-2";"PUBLISHED";"638000";"Raising of Monsoon Plantation ( including Raising & Maint of Seedlings ) at City Bustand to Abubokar majid & Mohamadi chowk to Kanni market & other location during 2024-25";"Karnataka Forest Department";"KFD DCF Territorial Division Office Kalaburgi";"WORKS";"Raising of Monsoon Plantation ( including Raising & Maint of Seedlings ) at City Bustand to Abubokar majid & Mohamadi chowk to Kanni market & other location during 2024-25";"2024-09-02 12:57:52"
"KPTCL/2023-24/OW/WORK_INDENT207/CALL-2";"PUBLISHED";"1044000";"Repairs and maintenance works to 4 Blocks Type VII (L/M) Quarters at 110kV S/S Premises Mudhol";"Karnataka Power Transmission Corporation Limited";"KPTCL SEE Transmission Works and Maintenance Circle Bagalkot";"WORKS";"Repairs and maintenance works to 4 Blocks Type VII (L/M) Quarters at 110kV S/S Premises Mudhol";"2024-09-02 12:57:33"
"KFD/2023-24/OW/WORK_INDENT5324/CALL-2";"PUBLISHED";"957000";"Raising of Monsoon Plantation ( including Raising & Maint of Seedlings ) at Jagat circle to KCT Engineer College Via National Circle & other location 3 ha during 2024-25";"Karnataka Forest Department";"KFD DCF Territorial Division Office Kalaburgi";"WORKS";"Raising of Monsoon Plantation ( including Raising & Maint of Seedlings ) at Jagat circle to KCT Engineer College Via National Circle & other location 3 ha during 2024-25";"2024-09-02 12:57:11"
"KFD/2023-24/OW/WORK_INDENT6476";"PUBLISHED";"574332";"Maintenance of Four year old plantation 25.08 Ha at tumati sy No 1/2,3/p of Ballari Range during the year 2024-25 (unit No. 34)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Maintenance of Four year old plantation 25.08 Ha at tumati sy No 1/2,3/p of Ballari Range during the year 2024-25 (unit No. 34)";"2024-09-02 12:56:55"
"KFD/2023-24/OW/WORK_INDENT6477";"PUBLISHED";"609400";"Maintenance of Four year old plantation 50 Ha at somalapura RF of sandur south Range during the year 2024-25 (unit No. 35)";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bellari";"WORKS";"Maintenance of Four year old plantation 50 Ha at somalapura RF of sandur south Range during the year 2024-25 (unit No. 35)";"2024-09-02 12:55:53"
"DMA/2023-24/OW/WORK_INDENT13440";"PUBLISHED";"800000";"Repair work of polling station in 106 Davanagere North Constituency of Davanagere City (SC)";"Directorate of Municipal Administration";"DMA City Corporation Davanagere";"WORKS";"Repair work of polling station in 106 Davanagere North Constituency of Davanagere City (SC)";"2024-09-02 12:55:50"
"ATI/2023-24/SE0037/CALL-2";"PUBLISHED";"190999";"Short Term Tender for Providing Horticulture Maintenance through outsourcing for Administrative Training Institute, Mysuru and State Institute of Urban Development (SIUD-Functioning in ATI Campus), Mysuru";"Administrative Training Institute";"ATI Deputy Director Admin and Protocol";"SERVICES";"Short Term Tender for Providing Horticulture Maintenance through outsourcing for Administrative Training Institute, Mysuru and State Institute of Urban Development (SIUD-Functioning in ATI Campus), Mysuru for a period of ONE year and Subject to Extension for a period of 02 years (Extension for one year at a time) based on performance.";"2024-09-02 12:55:21"
"KREIS/2023-24/BD/WORK_INDENT115";"PUBLISHED";"106105456";"CONSTRUCTION OF GOVERNMENT POST METRIC BOYS HOSTEL (SC) AT MYSORE TOWN MYSORE DISTRICT AND GOVERNMENT PRE-METRIC GIRLS HOSTEL (SC) AT BELLUR, NAGAMANGALA TALUK, MANDYA DISTRICT";"Karnataka Residential Educational Institutions Society";"KREIS Executive Engineer Section Bengaluru";"WORKS";"CONSTRUCTION OF GOVERNMENT POST METRIC BOYS HOSTEL (SC) AT MYSORE TOWN MYSORE DISTRICT AND GOVERNMENT PRE-METRIC GIRLS HOSTEL (SC) AT BELLUR, NAGAMANGALA TALUK, MANDYA DISTRICT.";"2024-09-02 12:55:05"
"RDPR/2023-24/BD/WORK_INDENT2810/CALL-2";"PUBLISHED";"1691390";"Construction of Anganawadi Building to Anganawadi center No. 176 at Holihosur village in Bailhongal Taluka";"Rural Development and Panchayat Raj Department";"RDPR Division Office Belagavi";"WORKS";"Construction of Anganawadi Building to Anganawadi center No. 176 at Holihosur village in Bailhongal Taluka";"2024-09-02 12:55:00"
"DMA/2023-24/WS/WORK_INDENT10692/CALL-2";"PUBLISHED";"635519";"Sinking of borewell near Little Flower School and Thodama Damaskatte under Kinnigoli TP limits";"Directorate of Municipal Administration";"DMA Town Panchayat Kinnigoli";"WORKS";"Sinking of borewell near Little Flower School and Thodama Damaskatte with allied water supply works under Kinnigoli TP limits";"2024-09-02 12:53:59"
"DMA/2023-24/RD/WORK_INDENT10679/CALL-3";"PUBLISHED";"1016828";"Development of road near Jalligudde Gubdumura Preetham House to Bhishmachari House, Near Kemmaje Morarji Desai School, Near Ullanje ZP School beside Usha Vishwanath Gowda House under Kinnigoli TP lmits";"Directorate of Municipal Administration";"DMA Town Panchayat Kinnigoli";"WORKS";"Development of road near Jalligudde Gubdumura Preetham House to Bhishmachari House, Near Kemmaje Morarji Desai School, Near Ullanje ZP School beside Usha Vishwanath Gowda House under Kinnigoli TP lmits";"2024-09-02 12:52:41"
